uri;Libellé en anglais;Libellé en français;Source;Terme Générique;Description;Enrichissement BnF;Cette ressource dans ISTEX; ;Description;Liste des ressources;Contexte d'utilisation;Lien vers la page Multicat;Modèle conceptuel;Licence;Publication;Créateur;date de création;date de modification
"https://wos-category.data.istex.fr/ark:/67375/NHZ-KR5VRT86-S";"Anthropology";"Anthropologie";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-ZQPC7NL6-N";"Anthropology covers resources relating to the scientific study of human beings, especially their origin, distribution, behavior, as well as their physical, social and cultural characteristics and development. This category, by definition, borrows from related resources in history, archaeology, and several other social sciences. ";"Anthropologie";"categories.wos.raw:(""2 - anthropology"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-KTF17PSK-G";"Imaging Science & Photographic Technology";"Science de l'imagerie et Technologie photographique";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Imaging Science & Photographic Technology includes resources that cover pattern recognition, analog and digital signal processing, remote sensing, and optical technology. This category also covers resources on the photographic process (the engineering of photographic devices and the chemistry of photography) as well as machine-aided imaging, recording materials and media, and visual communication and image representation.";"Science de l'imagerie et Technologie photographique";"categories.wos.raw:(""2 - imaging science & photographic technology"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-KXKG2X3H-N";"Agriculture, Multidisciplinary";"Agriculture , Multidisciplinaire";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Agriculture, Multidisciplinary covers resources having a general or interdisciplinary approach to the agricultural sciences. Regional and multi-subject resources are also covered. ";"Agriculture , Multidisciplinaire";"categories.wos.raw:(""2 - agriculture, multidisciplinary"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-L1NBNSSW-9";"Mathematics, Interdisciplinary Applications";"Mathématiques, Applications interdisciplinaires";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Mathematics, Interdisciplinary Applications includes resources concerned with mathematical methods whose primary focus is on a specific non-mathematics discipline (except biology) such as psychology, history, economics, etc. Resources that deal with mathematical biology are covered in the MATHEMATICAL AND COMPUTATIONAL BIOLOGY category. Resources that focus on specific mathematical topics such as differential equations, numerical analysis, nonlinearity, etc., are covered in the MATHEMATICS, APPLIED category. ";"Mathématiques, Applications interdisciplinaires";"categories.wos.raw:(""2 - mathematics, interdisciplinary applications"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-L68Z86C8-X";"Education & Educational Research";"Education & Recherche pédagogique";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-ZQPC7NL6-N";"Education & Educational Research covers resources on the full spectrum of education, from theoretical to applied, from nursery school to Ph.D. Included in this category are resources on pedagogy and methodology as well as on the history of education, reading, curriculum studies, education policy, and the sociology and economics of education, as well as the use of computers in the classroom. ";"Education & Recherche pédagogique";"categories.wos.raw:(""2 - education & educational research"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-L718QSZ5-5";"Materials Science, Coatings & Films";"Science des matériaux, films et revêtements";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Materials Science, Coatings & Films covers resources that concentrate on research in coatings and films applied to a base material (substrate). Metals, alloys, resin solutions, and solid/liquid suspensions are the coatings most commonly used in industry. Application methods include electrolysis, vapor deposition, vacuum, or mechanical means such as spraying, calendering, roller coating, extrusion, or thermosetting.";"Science des matériaux, films et revêtements";"categories.wos.raw:(""2 - materials science, coatings & films"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-L8K19N1N-2";"Engineering, Environmental";"Génie, Environnemental";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Engineering, Environmental includes resources that discuss the effects of human beings on the environment and the development of controls to minimize environmental degradation. Relevant topics in this category include water and air pollution control, hazardous waste management, land reclamation, pollution prevention, bioremediation, incineration, management of sludge problems, landfill and waste repository design and construction, facility decommissioning, and environmental policy and compliance.";"Génie, Environnemental";"categories.wos.raw:(""2 - engineering, environmental"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-LCT5JRK0-C";"Transplantation";"Transplantation";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Transplantation covers resources that focus on the assimilation of grafted tissue and the reconstitution of removed organs or parts of organs. The coverage focuses on transplantation procedures and the maintenance of transplanted tissues or organs. Specific transplantation coverage focuses on heart, lung, kidney, and bone marrow. ";"Transplantation";"categories.wos.raw:(""2 - transplantation"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-LD414N24-F";"Soil Science";"Science des sols";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Soil Science covers resources concerning many aspects of the formation, nature, distribution, and utilization of soils including soil biology and fertility, soil conservation and tillage research, soil contamination and reclamation, soil biochemistry, and soil chemistry and physics.";"Science des sols";"categories.wos.raw:(""2 - soil science"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-LH2ZZFT6-1";"Astronomy & Astrophysics";"Astronomie & Astrophysique";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Astronomy & Astrophysics covers resources that focus on the science of the celestial bodies and their magnitudes, motions, and constitution. Topics include the properties of celestial bodies such as luminosity, size, mass, density, temperature, and chemical composition, as well as their origin and evolution. This category includes some resources on planetary science that focus on astrophysical aspects of planets.General resources on planetary science are placed in the GEOCHEMISTRY & GEOPHYSICS category. ";"Astronomie & Astrophysique";"categories.wos.raw:(""2 - astronomy & astrophysics"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-LNF2ZD9S-2";"Radiology, Nuclear Medicine & Medical Imaging";"Radiologie, Médecine nucléaire & Imagerie médicale";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Radiology, Nuclear Medicine & Medical Imaging covers resources on radiation research in biology and biophysics. Resources in this category focus on interventional radiology, investigative radiology, neuroradiology, radiotherapy, and oncology. Nuclear Medicine resources are concerned with the diagnostic, therapeutic, and investigative use of radionuclides. Medical Imaging resources are concerned with computerized medical imaging and graphics. ";"Radiologie, Médecine nucléaire & Imagerie médicale";"categories.wos.raw:(""2 - radiology, nuclear medicine & medical imaging"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-MHHJNCSQ-3";"Chemistry, Organic";"Chimie, Organique";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Chemistry, Organic includes resources that focus on synthetic and natural organic compounds their synthesis, structure, properties, and reactivity. Research on hydrocarbons, a major area of organic chemistry, is included in this category.";"Chimie, Organique";"categories.wos.raw:(""2 - chemistry, organic"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
"https://wos-category.data.istex.fr/ark:/67375/NHZ-MJZC7JCD-F";"Toxicology";"Toxicologie";"http://ip-science.thomsonreuters.com/mjl/scope/scope_scie/";"ark:/67375/NHZ-4XDHMKBW-G";"Toxicology covers resources that focus on the identification, biochemistry, and effects of harmful substances, including the side effects of drugs, in animals, humans, and the environment.";"Toxicologie";"categories.wos.raw:(""2 - toxicology"")";"Catégories Web Of Science ";"Cette table correspond au choix de documenter des données ISTEX et plus particulièrement les catégories Web Of Science.";"/api/run/syndication";"Dans le cadre de l'enrichissement des documents du fonds ISTEX, opéré par l'équipe ISTEX-RD du Service Recherche Développement et Expérimentations (Département Projets et Innovation / INIST-CNRS) des catégories scientifiques sont attribuées aux documents. Les catégories que le Web of Science attribue aux ISSN sont reportées, par appariement, aux documents.

La ressource est la liste des catégories scientifiques telle que définie par le WoS (Web of Science, auparavant Web of Knowledge) base de données documentaire internationale produite par la société Clarivate Analytics : [https://clarivate.com/products/web-of-science/](https://clarivate.com/products/web-of-science/)
   
L'outil utilisé pour la catégorisation est rd-multicat, développé par l'équipe ISTEX-RD en NodeJs et intégré à la chaîne d'ingestion de l'API ISTEX.

Les catégories sont étiquetées avec des balises XML selon le standard TEI (Text Encoding Initiative). Pour chaque document du fonds ISTEX, elles sont disponibles sur l'API ISTEX sous forme d'une balise TEI déportée (standoff).

Ce standoff regroupe toutes les catégories qui ont été attribuées à l'ISSN par les différentes ressources (Web of Science, Science-Metrix, Scopus).";"https://enrichment-process.data.istex.fr/ark:/67375/R0H-PWBRNFQ8-H";"https://docs.google.com/drawings/d/1LzjO-oD6snh0MYfqxfPB7q-LU6Dev1SRmJstXFGzgvg/pub?w=960&h=720";"https://www.etalab.gouv.fr/licence-ouverte-open-licence";"Plateforme ISTEX";"Inist-CNRS";"2016-05-12";"2019-01-16"
